sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058,pop_2059,pop_2060,pop_2061,pop_2062,pop_2063
K,25,34378.0,33358.0,33080.0,32863.0,31570.0,31094.0,31420.0,31549.0,31481.0,32072.0,31888.0,32556.0,33005.0,32587.0,31485.0,31343.0,30578.0,30184.0,29925.0,29687.0,28512.0,27665.0,27432.0,26787.0,28007.0,25263.0,27030.0,26639.0,26410.0,26091.0,25627.0,25595.0,25361.0,24982.0,24690.0,24583.0,24268.0,24172.0,23999.0,23870.0,23923.0
K,26,35747.0,34371.0,33352.0,33078.0,32858.0,31566.0,31091.0,31413.0,31547.0,31478.0,32069.0,31882.0,32553.0,33002.0,32584.0,31479.0,31339.0,30576.0,30182.0,29923.0,29686.0,28511.0,27663.0,27431.0,26787.0,28007.0,25260.0,27029.0,26638.0,26408.0,26091.0,25627.0,25595.0,25361.0,24981.0,24690.0,24582.0,24268.0,24172.0,23998.0,23870.0
K,27,35920.0,35744.0,34369.0,33344.0,33073.0,32856.0,31561.0,31089.0,31412.0,31540.0,31473.0,32064.0,31881.0,32548.0,32998.0,32581.0,31478.0,31337.0,30573.0,30180.0,29922.0,29686.0,28508.0,27662.0,27431.0,26787.0,28006.0,25259.0,27028.0,26638.0,26407.0,26091.0,25627.0,25595.0,25361.0,24981.0,24689.0,24581.0,24266.0,24172.0,23997.0
K,28,36385.0,35919.0,35736.0,34364.0,33341.0,33068.0,32851.0,31555.0,31084.0,31409.0,31535.0,31471.0,32063.0,31880.0,32546.0,32997.0,32579.0,31475.0,31332.0,30571.0,30178.0,29921.0,29685.0,28507.0,27661.0,27431.0,26787.0,28005.0,25259.0,27028.0,26638.0,26407.0,26091.0,25626.0,25595.0,25360.0,24981.0,24688.0,24581.0,24266.0,24170.0
K,29,36994.0,36382.0,35917.0,35732.0,34357.0,33337.0,33066.0,32847.0,31549.0,31082.0,31404.0,31530.0,31468.0,32055.0,31876.0,32543.0,32995.0,32577.0,31471.0,31332.0,30570.0,30176.0,29919.0,29681.0,28506.0,27661.0,27430.0,26787.0,28002.0,25258.0,27028.0,26638.0,26406.0,26091.0,25625.0,25595.0,25360.0,24981.0,24687.0,24581.0,24266.0
K,30,37694.0,36985.0,36374.0,35911.0,35728.0,34350.0,33333.0,33066.0,32842.0,31546.0,31078.0,31398.0,31525.0,31465.0,32054.0,31873.0,32542.0,32995.0,32575.0,31471.0,31329.0,30568.0,30174.0,29917.0,29678.0,28505.0,27660.0,27429.0,26786.0,28002.0,25257.0,27028.0,26638.0,26406.0,26091.0,25625.0,25594.0,25359.0,24979.0,24687.0,24579.0
K,31,38587.0,37686.0,36975.0,36368.0,35907.0,35721.0,34343.0,33327.0,33062.0,32839.0,31538.0,31071.0,31394.0,31522.0,31463.0,32050.0,31867.0,32540.0,32994.0,32574.0,31469.0,31329.0,30566.0,30174.0,29917.0,29676.0,28505.0,27659.0,27428.0,26786.0,28002.0,25256.0,27027.0,26638.0,26405.0,26091.0,25625.0,25592.0,25359.0,24979.0,24687.0
K,32,39395.0,38579.0,37679.0,36968.0,36360.0,35902.0,35714.0,34340.0,33321.0,33055.0,32834.0,31535.0,31065.0,31388.0,31518.0,31461.0,32049.0,31864.0,32539.0,32991.0,32573.0,31466.0,31329.0,30565.0,30169.0,29916.0,29675.0,28505.0,27658.0,27425.0,26785.0,28002.0,25256.0,27026.0,26638.0,26405.0,26091.0,25625.0,25591.0,25359.0,24979.0
K,33,38889.0,39383.0,38574.0,37671.0,36961.0,36353.0,35899.0,35711.0,34329.0,33314.0,33051.0,32833.0,31532.0,31063.0,31385.0,31513.0,31459.0,32045.0,31859.0,32537.0,32989.0,32570.0,31465.0,31329.0,30563.0,30169.0,29915.0,29675.0,28505.0,27657.0,27424.0,26785.0,28002.0,25255.0,27025.0,26638.0,26405.0,26090.0,25625.0,25591.0,25359.0
K,34,38601.0,38882.0,39376.0,38569.0,37665.0,36957.0,36346.0,35893.0,35701.0,34323.0,33312.0,33049.0,32827.0,31529.0,31060.0,31378.0,31512.0,31456.0,32041.0,31855.0,32534.0,32986.0,32570.0,31465.0,31329.0,30563.0,30168.0,29915.0,29675.0,28502.0,27657.0,27424.0,26784.0,28001.0,25255.0,27024.0,26638.0,26405.0,26090.0,25623.0,25591.0
K,35,37403.0,38595.0,38874.0,39372.0,38555.0,37656.0,36949.0,36334.0,35884.0,35694.0,34318.0,33309.0,33040.0,32822.0,31521.0,31058.0,31374.0,31511.0,31451.0,32037.0,31852.0,32532.0,32983.0,32569.0,31463.0,31328.0,30561.0,30167.0,29915.0,29675.0,28502.0,27654.0,27424.0,26784.0,28001.0,25254.0,27022.0,26636.0,26405.0,26089.0,25622.0
K,36,36743.0,37397.0,38583.0,38861.0,39363.0,38543.0,37649.0,36945.0,36324.0,35876.0,35684.0,34310.0,33304.0,33036.0,32820.0,31518.0,31055.0,31372.0,31509.0,31449.0,32034.0,31851.0,32529.0,32981.0,32565.0,31460.0,31327.0,30560.0,30166.0,29914.0,29674.0,28499.0,27654.0,27424.0,26783.0,27999.0,25254.0,27022.0,26635.0,26404.0,26087.0
K,37,36160.0,36738.0,37383.0,38576.0,38855.0,39356.0,38538.0,37639.0,36939.0,36319.0,35874.0,35679.0,34306.0,33299.0,33035.0,32814.0,31509.0,31053.0,31371.0,31506.0,31445.0,32029.0,31848.0,32527.0,32980.0,32561.0,31459.0,31327.0,30558.0,30165.0,29913.0,29673.0,28498.0,27653.0,27423.0,26783.0,27998.0,25253.0,27022.0,26634.0,26404.0
K,38,35848.0,36156.0,36729.0,37376.0,38568.0,38849.0,39348.0,38527.0,37636.0,36933.0,36313.0,35864.0,35675.0,34301.0,33294.0,33032.0,32811.0,31504.0,31051.0,31369.0,31500.0,31441.0,32027.0,31845.0,32523.0,32977.0,32561.0,31455.0,31326.0,30556.0,30164.0,29913.0,29672.0,28498.0,27651.0,27421.0,26783.0,27998.0,25251.0,27021.0,26634.0
K,39,35243.0,35841.0,36145.0,36719.0,37366.0,38564.0,38838.0,39343.0,38517.0,37629.0,36925.0,36307.0,35858.0,35670.0,34293.0,33292.0,33030.0,32808.0,31500.0,31046.0,31364.0,31496.0,31439.0,32023.0,31844.0,32521.0,32976.0,32558.0,31453.0,31325.0,30554.0,30164.0,29911.0,29670.0,28496.0,27650.0,27421.0,26781.0,27998.0,25251.0,27020.0
K,40,35525.0,35227.0,35823.0,36132.0,36703.0,37354.0,38552.0,38823.0,39330.0,38507.0,37616.0,36916.0,36298.0,35849.0,35662.0,34287.0,33286.0,33022.0,32806.0,31495.0,31043.0,31364.0,31494.0,31435.0,32021.0,31842.0,32519.0,32969.0,32556.0,31450.0,31324.0,30551.0,30164.0,29910.0,29669.0,28496.0,27650.0,27417.0,26780.0,27995.0,25250.0
K,41,34990.0,35512.0,35217.0,35806.0,36116.0,36690.0,37339.0,38530.0,38811.0,39316.0,38499.0,37605.0,36903.0,36288.0,35841.0,35660.0,34283.0,33277.0,33019.0,32802.0,31494.0,31037.0,31360.0,31493.0,31432.0,32017.0,31839.0,32517.0,32966.0,32556.0,31449.0,31322.0,30550.0,30162.0,29910.0,29666.0,28494.0,27649.0,27417.0,26780.0,27991.0
K,42,35089.0,34970.0,35499.0,35196.0,35801.0,36102.0,36680.0,37323.0,38518.0,38802.0,39305.0,38491.0,37590.0,36896.0,36283.0,35836.0,35652.0,34279.0,33268.0,33017.0,32797.0,31490.0,31034.0,31359.0,31491.0,31429.0,32017.0,31837.0,32513.0,32965.0,32555.0,31447.0,31319.0,30548.0,30161.0,29907.0,29665.0,28493.0,27646.0,27417.0,26779.0
K,43,34563.0,35081.0,34957.0,35488.0,35180.0,35786.0,36093.0,36669.0,37307.0,38505.0,38796.0,39289.0,38480.0,37576.0,36887.0,36274.0,35834.0,35645.0,34274.0,33260.0,33013.0,32793.0,31486.0,31032.0,31355.0,31488.0,31426.0,32015.0,31832.0,32507.0,32964.0,32553.0,31441.0,31319.0,30546.0,30159.0,29904.0,29664.0,28492.0,27645.0,27414.0
K,44,34236.0,34548.0,35067.0,34945.0,35483.0,35162.0,35772.0,36084.0,36653.0,37298.0,38495.0,38789.0,39274.0,38474.0,37574.0,36882.0,36269.0,35830.0,35641.0,34267.0,33254.0,33007.0,32789.0,31478.0,31029.0,31350.0,31486.0,31425.0,32010.0,31828.0,32503.0,32963.0,32551.0,31440.0,31319.0,30544.0,30157.0,29903.0,29660.0,28490.0,27644.0
K,45,33520.0,34220.0,34529.0,35048.0,34923.0,35460.0,35140.0,35756.0,36072.0,36627.0,37279.0,38482.0,38767.0,39258.0,38455.0,37562.0,36866.0,36258.0,35819.0,35634.0,34258.0,33246.0,33000.0,32786.0,31473.0,31025.0,31349.0,31483.0,31420.0,32007.0,31827.0,32500.0,32959.0,32550.0,31436.0,31315.0,30541.0,30152.0,29902.0,29655.0,28485.0
K,46,34033.0,33497.0,34197.0,34510.0,35027.0,34903.0,35437.0,35121.0,35730.0,36050.0,36611.0,37265.0,38464.0,38747.0,39244.0,38434.0,37547.0,36851.0,36251.0,35807.0,35627.0,34255.0,33237.0,32989.0,32782.0,31468.0,31015.0,31346.0,31479.0,31415.0,32001.0,31824.0,32496.0,32958.0,32549.0,31432.0,31310.0,30540.0,30151.0,29898.0,29654.0
K,47,35177.0,34018.0,33478.0,34166.0,34492.0,35006.0,34882.0,35419.0,35104.0,35716.0,36034.0,36584.0,37252.0,38449.0,38732.0,39232.0,38419.0,37527.0,36843.0,36244.0,35802.0,35616.0,34251.0,33232.0,32987.0,32779.0,31466.0,31011.0,31343.0,31476.0,31412.0,31998.0,31816.0,32494.0,32953.0,32548.0,31429.0,31308.0,30538.0,30149.0,29894.0
K,48,36600.0,35164.0,34001.0,33455.0,34150.0,34465.0,34987.0,34858.0,35402.0,35087.0,35695.0,36020.0,36568.0,37243.0,38437.0,38713.0,39219.0,38403.0,37521.0,36836.0,36233.0,35789.0,35613.0,34246.0,33229.0,32984.0,32773.0,31461.0,31006.0,31340.0,31475.0,31406.0,31994.0,31815.0,32489.0,32951.0,32546.0,31424.0,31304.0,30538.0,30147.0
K,49,36215.0,36583.0,35147.0,33978.0,33433.0,34126.0,34448.0,34968.0,34837.0,35384.0,35072.0,35675.0,36008.0,36556.0,37221.0,38419.0,38701.0,39205.0,38387.0,37511.0,36828.0,36224.0,35784.0,35607.0,34234.0,33228.0,32977.0,32770.0,31459.0,31006.0,31336.0,31474.0,31405.0,31992.0,31813.0,32484.0,32949.0,32546.0,31421.0,31303.0,30537.0
K,50,37446.0,36191.0,36554.0,35119.0,33953.0,33413.0,34100.0,34421.0,34947.0,34808.0,35363.0,35050.0,35653.0,35978.0,36530.0,37194.0,38396.0,38684.0,39190.0,38371.0,37500.0,36812.0,36213.0,35773.0,35597.0,34230.0,33222.0,32971.0,32766.0,31457.0,31003.0,31331.0,31470.0,31398.0,31983.0,31808.0,32481.0,32946.0,32545.0,31417.0,31299.0
K,51,37536.0,37402.0,36162.0,36516.0,35092.0,33911.0,33385.0,34060.0,34394.0,34912.0,34785.0,35340.0,35029.0,35625.0,35956.0,36510.0,37162.0,38378.0,38676.0,39172.0,38353.0,37489.0,36802.0,36201.0,35762.0,35587.0,34226.0,33220.0,32968.0,32760.0,31451.0,31000.0,31329.0,31467.0,31391.0,31978.0,31807.0,32480.0,32943.0,32541.0,31414.0
K,52,37024.0,37491.0,37357.0,36120.0,36485.0,35060.0,33872.0,33356.0,34035.0,34364.0,34886.0,34751.0,35313.0,35006.0,35609.0,35934.0,36496.0,37139.0,38364.0,38665.0,39156.0,38332.0,37467.0,36795.0,36187.0,35757.0,35581.0,34217.0,33212.0,32962.0,32757.0,31448.0,30998.0,31327.0,31459.0,31387.0,31975.0,31801.0,32473.0,32938.0,32536.0
K,53,37660.0,36988.0,37452.0,37314.0,36089.0,36455.0,35025.0,33845.0,33321.0,34012.0,34337.0,34854.0,34736.0,35292.0,34990.0,35595.0,35920.0,36480.0,37124.0,38342.0,38654.0,39138.0,38318.0,37454.0,36786.0,36178.0,35749.0,35575.0,34210.0,33208.0,32957.0,32750.0,31440.0,30996.0,31325.0,31455.0,31382.0,31972.0,31795.0,32471.0,32932.0
K,54,37209.0,37625.0,36961.0,37410.0,37287.0,36063.0,36418.0,35003.0,33817.0,33293.0,33985.0,34305.0,34831.0,34709.0,35271.0,34969.0,35574.0,35908.0,36462.0,37117.0,38327.0,38638.0,39123.0,38306.0,37443.0,36783.0,36173.0,35743.0,35571.0,34205.0,33202.0,32954.0,32744.0,31433.0,30995.0,31322.0,31453.0,31381.0,31967.0,31789.0,32469.0
K,55,36217.0,37146.0,37564.0,36906.0,37361.0,37222.0,36007.0,36357.0,34959.0,33773.0,33260.0,33953.0,34275.0,34795.0,34680.0,35244.0,34937.0,35559.0,35889.0,36435.0,37095.0,38311.0,38612.0,39102.0,38289.0,37424.0,36775.0,36168.0,35728.0,35560.0,34201.0,33192.0,32948.0,32740.0,31424.0,30991.0,31317.0,31446.0,31371.0,31964.0,31781.0
K,56,35480.0,36150.0,37095.0,37512.0,36856.0,37320.0,37179.0,35957.0,36307.0,34909.0,33734.0,33219.0,33916.0,34232.0,34771.0,34653.0,35215.0,34912.0,35544.0,35872.0,36422.0,37075.0,38287.0,38596.0,39091.0,38279.0,37419.0,36768.0,36157.0,35720.0,35549.0,34189.0,33182.0,32941.0,32736.0,31417.0,30985.0,31313.0,31431.0,31366.0,31960.0
K,57,34879.0,35434.0,36085.0,37041.0,37444.0,36815.0,37268.0,37128.0,35919.0,36254.0,34866.0,33698.0,33187.0,33883.0,34199.0,34732.0,34622.0,35189.0,34890.0,35521.0,35843.0,36404.0,37056.0,38275.0,38589.0,39073.0,38268.0,37412.0,36760.0,36153.0,35712.0,35543.0,34181.0,33177.0,32934.0,32729.0,31405.0,30980.0,31309.0,31430.0,31360.0
K,58,34275.0,34825.0,35399.0,36025.0,36997.0,37393.0,36763.0,37229.0,37092.0,35875.0,36215.0,34830.0,33667.0,33158.0,33853.0,34173.0,34703.0,34596.0,35174.0,34873.0,35502.0,35823.0,36393.0,37034.0,38264.0,38581.0,39063.0,38254.0,37404.0,36749.0,36146.0,35700.0,35540.0,34173.0,33168.0,32929.0,32718.0,31398.0,30977.0,31301.0,31427.0
K,59,33194.0,34230.0,34771.0,35353.0,35968.0,36939.0,37336.0,36711.0,37200.0,37047.0,35836.0,36177.0,34785.0,33629.0,33126.0,33817.0,34146.0,34673.0,34579.0,35145.0,34847.0,35486.0,35811.0,36380.0,37018.0,38249.0,38578.0,39053.0,38246.0,37397.0,36743.0,36138.0,35692.0,35531.0,34163.0,33166.0,32925.0,32715.0,31394.0,30971.0,31296.0
K,60,32018.0,33104.0,34084.0,34645.0,35230.0,35842.0,36815.0,37203.0,36593.0,37075.0,36927.0,35738.0,36092.0,34698.0,33558.0,33055.0,33753.0,34088.0,34602.0,34521.0,35091.0,34806.0,35448.0,35773.0,36344.0,36977.0,38218.0,38559.0,39034.0,38223.0,37377.0,36724.0,36122.0,35672.0,35511.0,34145.0,33149.0,32913.0,32698.0,31382.0,30959.0
K,61,31506.0,31893.0,32965.0,33964.0,34510.0,35096.0,35729.0,36682.0,37088.0,36467.0,36967.0,36807.0,35625.0,35991.0,34617.0,33483.0,32989.0,33693.0,34035.0,34535.0,34465.0,35040.0,34767.0,35406.0,35739.0,36318.0,36943.0,38186.0,38544.0,39007.0,38205.0,37350.0,36708.0,36102.0,35657.0,35490.0,34131.0,33135.0,32892.0,32681.0,31366.0
K,62,31028.0,31367.0,31775.0,32858.0,33846.0,34403.0,34985.0,35623.0,36568.0,36985.0,36357.0,36863.0,36714.0,35543.0,35903.0,34540.0,33427.0,32935.0,33639.0,33986.0,34473.0,34412.0,35009.0,34718.0,35373.0,35696.0,36284.0,36920.0,38173.0,38518.0,38983.0,38189.0,37323.0,36692.0,36075.0,35636.0,35474.0,34113.0,33116.0,32870.0,32667.0
K,63,30842.0,30916.0,31267.0,31661.0,32726.0,33718.0,34291.0,34854.0,35505.0,36446.0,36867.0,36267.0,36764.0,36623.0,35462.0,35834.0,34480.0,33363.0,32878.0,33586.0,33949.0,34419.0,34368.0,34970.0,34678.0,35342.0,35669.0,36256.0,36893.0,38149.0,38496.0,38961.0,38169.0,37302.0,36671.0,36053.0,35620.0,35458.0,34105.0,33102.0,32857.0
