sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038
K,21,31588.0,31107.0,31434.0,31555.0,31480.0,32062.0,31868.0,32546.0,32991.0,32568.0,31474.0,31318.0,30568.0,30178.0,29908.0,29662.0
K,22,32878.0,31582.0,31098.0,31424.0,31548.0,31474.0,32056.0,31859.0,32540.0,32980.0,32562.0,31466.0,31314.0,30561.0,30172.0,29904.0
K,23,33088.0,32868.0,31571.0,31091.0,31417.0,31538.0,31466.0,32045.0,31853.0,32528.0,32969.0,32553.0,31464.0,31309.0,30556.0,30167.0
K,24,33364.0,33082.0,32860.0,31564.0,31086.0,31407.0,31533.0,31455.0,32043.0,31846.0,32521.0,32962.0,32546.0,31456.0,31308.0,30555.0
K,25,34378.0,33358.0,33067.0,32850.0,31553.0,31074.0,31392.0,31523.0,31444.0,32035.0,31830.0,32510.0,32953.0,32537.0,31447.0,31302.0
K,26,35747.0,34370.0,33347.0,33057.0,32834.0,31540.0,31063.0,31378.0,31514.0,31436.0,32031.0,31816.0,32502.0,32948.0,32535.0,31440.0
K,27,35920.0,35735.0,34356.0,33343.0,33036.0,32823.0,31530.0,31056.0,31372.0,31506.0,31427.0,32022.0,31804.0,32490.0,32941.0,32528.0
K,28,36385.0,35912.0,35726.0,34341.0,33334.0,33031.0,32809.0,31525.0,31046.0,31365.0,31499.0,31418.0,32019.0,31798.0,32485.0,32938.0
K,29,36994.0,36372.0,35903.0,35711.0,34334.0,33326.0,33022.0,32798.0,31511.0,31038.0,31360.0,31492.0,31413.0,32012.0,31794.0,32476.0
K,30,37694.0,36982.0,36363.0,35889.0,35691.0,34321.0,33316.0,33015.0,32789.0,31502.0,31026.0,31352.0,31484.0,31407.0,32007.0,31786.0
K,31,38587.0,37676.0,36969.0,36349.0,35878.0,35674.0,34312.0,33303.0,33005.0,32780.0,31495.0,31016.0,31343.0,31478.0,31401.0,32002.0
K,32,39395.0,38566.0,37658.0,36957.0,36338.0,35864.0,35662.0,34303.0,33298.0,32996.0,32769.0,31485.0,31009.0,31341.0,31472.0,31395.0
K,33,38889.0,39386.0,38551.0,37649.0,36942.0,36325.0,35856.0,35645.0,34295.0,33287.0,32980.0,32759.0,31475.0,31002.0,31330.0,31466.0
K,34,38601.0,38880.0,39371.0,38540.0,37633.0,36927.0,36314.0,35845.0,35636.0,34281.0,33277.0,32967.0,32753.0,31468.0,30998.0,31327.0
K,35,37403.0,38581.0,38863.0,39350.0,38512.0,37610.0,36914.0,36296.0,35832.0,35622.0,34267.0,33266.0,32963.0,32744.0,31461.0,30991.0
K,36,36743.0,37388.0,38563.0,38839.0,39329.0,38490.0,37586.0,36900.0,36280.0,35815.0,35601.0,34259.0,33257.0,32955.0,32733.0,31457.0
K,37,36160.0,36726.0,37368.0,38540.0,38824.0,39307.0,38468.0,37573.0,36879.0,36271.0,35795.0,35587.0,34252.0,33247.0,32946.0,32720.0
K,38,35848.0,36153.0,36710.0,37354.0,38520.0,38810.0,39285.0,38442.0,37546.0,36865.0,36262.0,35781.0,35577.0,34243.0,33237.0,32933.0
K,39,35243.0,35834.0,36139.0,36695.0,37340.0,38508.0,38794.0,39262.0,38423.0,37531.0,36854.0,36252.0,35775.0,35567.0,34233.0,33227.0
K,40,35525.0,35222.0,35808.0,36114.0,36672.0,37325.0,38483.0,38777.0,39234.0,38397.0,37519.0,36837.0,36227.0,35759.0,35555.0,34221.0
K,41,34990.0,35498.0,35205.0,35794.0,36083.0,36648.0,37303.0,38458.0,38749.0,39205.0,38380.0,37503.0,36821.0,36208.0,35745.0,35538.0
K,42,35089.0,34967.0,35476.0,35189.0,35773.0,36046.0,36625.0,37277.0,38423.0,38734.0,39177.0,38362.0,37488.0,36801.0,36192.0,35732.0
K,43,34563.0,35064.0,34949.0,35455.0,35155.0,35759.0,36033.0,36599.0,37253.0,38399.0,38707.0,39154.0,38346.0,37471.0,36783.0,36178.0
K,44,34236.0,34544.0,35038.0,34915.0,35433.0,35131.0,35744.0,36014.0,36581.0,37235.0,38380.0,38684.0,39142.0,38328.0,37455.0,36766.0
K,45,33520.0,34207.0,34508.0,35003.0,34877.0,35392.0,35096.0,35710.0,35979.0,36558.0,37214.0,38347.0,38651.0,39123.0,38302.0,37433.0
K,46,34033.0,33495.0,34183.0,34473.0,34979.0,34845.0,35361.0,35068.0,35684.0,35940.0,36528.0,37185.0,38322.0,38628.0,39102.0,38275.0
K,47,35177.0,34005.0,33457.0,34136.0,34449.0,34951.0,34820.0,35317.0,35037.0,35654.0,35908.0,36502.0,37160.0,38301.0,38606.0,39082.0
K,48,36600.0,35146.0,33967.0,33418.0,34100.0,34422.0,34921.0,34778.0,35291.0,35007.0,35623.0,35894.0,36485.0,37140.0,38278.0,38590.0
K,49,36215.0,36552.0,35103.0,33934.0,33384.0,34066.0,34371.0,34888.0,34757.0,35256.0,34982.0,35589.0,35871.0,36466.0,37117.0,38255.0
K,50,37446.0,36160.0,36500.0,35034.0,33876.0,33329.0,34003.0,34304.0,34838.0,34714.0,35206.0,34930.0,35554.0,35828.0,36416.0,37095.0
K,51,37536.0,37395.0,36097.0,36441.0,34989.0,33820.0,33267.0,33944.0,34249.0,34784.0,34660.0,35162.0,34902.0,35527.0,35786.0,36380.0
K,52,37024.0,37484.0,37333.0,36048.0,36385.0,34931.0,33766.0,33213.0,33895.0,34196.0,34738.0,34615.0,35134.0,34876.0,35493.0,35761.0
K,53,37660.0,36964.0,37415.0,37268.0,35983.0,36334.0,34868.0,33719.0,33154.0,33845.0,34153.0,34689.0,34584.0,35102.0,34844.0,35473.0
K,54,37209.0,37612.0,36910.0,37352.0,37210.0,35925.0,36273.0,34814.0,33686.0,33114.0,33785.0,34113.0,34656.0,34539.0,35078.0,34803.0
K,55,36217.0,37118.0,37523.0,36792.0,37251.0,37107.0,35851.0,36188.0,34738.0,33608.0,33028.0,33708.0,34052.0,34586.0,34481.0,35025.0
K,56,35480.0,36130.0,37044.0,37442.0,36693.0,37163.0,37012.0,35757.0,36109.0,34646.0,33546.0,32962.0,33648.0,33997.0,34539.0,34421.0
K,57,34879.0,35399.0,36034.0,36957.0,37345.0,36600.0,37062.0,36919.0,35673.0,36028.0,34563.0,33478.0,32902.0,33590.0,33946.0,34501.0
K,58,34275.0,34813.0,35309.0,35935.0,36863.0,37246.0,36499.0,36984.0,36839.0,35592.0,35954.0,34496.0,33417.0,32856.0,33543.0,33903.0
K,59,33194.0,34200.0,34739.0,35229.0,35850.0,36751.0,37149.0,36412.0,36900.0,36756.0,35508.0,35891.0,34429.0,33346.0,32813.0,33497.0
K,60,32018.0,33072.0,34082.0,34606.0,35078.0,35687.0,36598.0,37005.0,36279.0,36775.0,36634.0,35392.0,35773.0,34328.0,33267.0,32730.0
K,61,31506.0,31904.0,32935.0,33950.0,34448.0,34934.0,35525.0,36450.0,36854.0,36159.0,36663.0,36525.0,35282.0,35687.0,34237.0,33203.0
K,62,31028.0,31418.0,31760.0,32793.0,33815.0,34292.0,34803.0,35373.0,36307.0,36714.0,36052.0,36552.0,36418.0,35187.0,35579.0,34164.0
K,63,30842.0,30905.0,31288.0,31635.0,32651.0,33684.0,34142.0,34659.0,35234.0,36173.0,36590.0,35950.0,36442.0,36321.0,35110.0,35496.0
K,64,30683.0,30718.0,30802.0,31152.0,31496.0,32502.0,33558.0,34025.0,34527.0,35116.0,36047.0,36480.0,35850.0,36356.0,36228.0,35030.0
K,65,29874.0,30451.0,30474.0,30569.0,30897.0,31258.0,32253.0,33314.0,33816.0,34285.0,34898.0,35844.0,36289.0,35681.0,36191.0,36073.0
K,66,30085.0,29672.0,30246.0,30256.0,30327.0,30672.0,31019.0,32012.0,33079.0,33624.0,34064.0,34712.0,35652.0,36091.0,35488.0,36064.0
K,67,29117.0,29888.0,29466.0,30023.0,30018.0,30087.0,30449.0,30794.0,31814.0,32885.0,33418.0,33869.0,34530.0,35475.0,35934.0,35326.0
K,68,28485.0,28923.0,29679.0,29244.0,29814.0,29779.0,29884.0,30219.0,30587.0,31613.0,32685.0,33236.0,33699.0,34344.0,35317.0,35796.0
K,69,27981.0,28305.0,28687.0,29438.0,28998.0,29590.0,29583.0,29657.0,30015.0,30380.0,31415.0,32497.0,33065.0,33541.0,34188.0,35187.0
K,70,27198.0,27667.0,27977.0,28329.0,29044.0,28632.0,29243.0,29264.0,29330.0,29673.0,30081.0,31115.0,32230.0,32803.0,33276.0,33951.0
K,71,25526.0,26922.0,27333.0,27608.0,27970.0,28672.0,28297.0,28881.0,28922.0,29013.0,29376.0,29793.0,30861.0,31962.0,32541.0,33060.0
K,72,25882.0,25262.0,26610.0,27018.0,27222.0,27605.0,28329.0,27996.0,28550.0,28636.0,28746.0,29113.0,29523.0,30598.0,31749.0,32340.0
K,73,25567.0,25614.0,24965.0,26264.0,26669.0,26898.0,27288.0,28038.0,27688.0,28273.0,28362.0,28471.0,28851.0,29305.0,30374.0,31539.0
K,74,25427.0,25306.0,25294.0,24668.0,25931.0,26340.0,26567.0,26955.0,27737.0,27399.0,27999.0,28113.0,28240.0,28604.0,29087.0,30159.0
K,75,25805.0,24956.0,24693.0,24720.0,24099.0,25389.0,25746.0,26038.0,26425.0,27235.0,26942.0,27558.0,27716.0,27853.0,28220.0,28734.0
K,76,26208.0,25288.0,24453.0,24159.0,24185.0,23595.0,24836.0,25236.0,25533.0,25957.0,26786.0,26445.0,27145.0,27330.0,27509.0,27897.0
K,77,23006.0,25646.0,24751.0,23872.0,23599.0,23625.0,23099.0,24300.0,24725.0,25058.0,25507.0,26332.0,26045.0,26740.0,27041.0,27148.0
K,78,21550.0,22566.0,25071.0,24204.0,23336.0,23056.0,23124.0,22597.0,23836.0,24235.0,24618.0,25028.0,25935.0,25650.0,26391.0,26710.0
K,79,18625.0,21141.0,22099.0,24508.0,23656.0,22778.0,22566.0,22671.0,22151.0,23407.0,23789.0,24188.0,24630.0,25561.0,25295.0,26088.0
K,80,16927.0,17995.0,20315.0,21235.0,23522.0,22745.0,21904.0,21701.0,21917.0,21458.0,22659.0,23070.0,23459.0,24011.0,24919.0,24774.0
K,81,14386.0,16336.0,17297.0,19522.0,20408.0,22584.0,21869.0,21120.0,20988.0,21184.0,20776.0,21988.0,22417.0,22851.0,23477.0,24368.0
K,82,14292.0,13910.0,15681.0,16609.0,18783.0,19637.0,21750.0,21030.0,20355.0,20304.0,20549.0,20149.0,21379.0,21879.0,22322.0,22970.0
K,83,13203.0,13795.0,13376.0,15016.0,15933.0,18025.0,18867.0,20932.0,20271.0,19671.0,19667.0,19959.0,19592.0,20829.0,21338.0,21892.0
K,84,12100.0,12746.0,13242.0,12843.0,14409.0,15297.0,17326.0,18199.0,20212.0,19611.0,19034.0,19049.0,19396.0,19079.0,20365.0,20909.0
K,85,10731.0,11297.0,11839.0,12230.0,11857.0,13342.0,14188.0,16123.0,16976.0,18926.0,18457.0,17980.0,18051.0,18456.0,18224.0,19476.0
K,86,9731.0,10025.0,10458.0,10950.0,11311.0,10946.0,12311.0,13202.0,15024.0,15892.0,17764.0,17416.0,17016.0,17097.0,17580.0,17465.0
K,87,8566.0,9102.0,9265.0,9669.0,10114.0,10469.0,10112.0,11420.0,12298.0,14062.0,14872.0,16739.0,16498.0,16155.0,16311.0,16846.0
K,88,7676.0,8014.0,8440.0,8520.0,8944.0,9351.0,9706.0,9433.0,10604.0,11519.0,13182.0,14013.0,15819.0,15673.0,15405.0,15660.0
K,89,6899.0,7137.0,7447.0,7835.0,7866.0,8259.0,8690.0,9023.0,8799.0,9867.0,10783.0,12447.0,13234.0,15009.0,14963.0,14716.0
K,90,6430.0,5899.0,6031.0,6232.0,6524.0,6571.0,6910.0,7329.0,7696.0,7584.0,8522.0,9405.0,10995.0,11715.0,13453.0,13602.0
K,91,5648.0,4095.0,3674.0,3722.0,3933.0,4085.0,4097.0,4361.0,4658.0,4946.0,4950.0,5557.0,6284.0,7375.0,7880.0,9226.0
K,92,4751.0,3648.0,2567.0,2261.0,2340.0,2448.0,2573.0,2594.0,2803.0,3020.0,3179.0,3238.0,3719.0,4120.0,4938.0,5396.0
K,93,3747.0,3030.0,2337.0,1591.0,1430.0,1450.0,1554.0,1604.0,1685.0,1786.0,1983.0,2088.0,2119.0,2496.0,2817.0,3356.0
K,94,3013.0,2409.0,1907.0,1463.0,963.0,889.0,898.0,979.0,1069.0,1092.0,1141.0,1283.0,1377.0,1428.0,1675.0,1855.0
K,95,2297.0,1648.0,1232.0,944.0,726.0,465.0,482.0,475.0,492.0,581.0,619.0,634.0,727.0,755.0,843.0,1006.0
K,96,1797.0,1190.0,855.0,601.0,459.0,377.0,241.0,253.0,246.0,264.0,299.0,350.0,354.0,435.0,440.0,511.0
K,97,1313.0,970.0,624.0,456.0,302.0,241.0,181.0,147.0,138.0,139.0,138.0,159.0,201.0,222.0,253.0,261.0
K,98,991.0,696.0,479.0,304.0,250.0,146.0,121.0,83.0,83.0,68.0,76.0,73.0,95.0,121.0,129.0,165.0
K,99,597.0,527.0,347.0,245.0,158.0,140.0,70.0,63.0,52.0,43.0,42.0,53.0,44.0,55.0,59.0,81.0
K,100,423.0,232.0,231.0,125.0,106.0,55.0,56.0,26.0,23.0,22.0,21.0,16.0,16.0,20.0,30.0,21.0
K,101,256.0,90.0,35.0,46.0,30.0,25.0,12.0,12.0,2.0,4.0,7.0,3.0,4.0,4.0,6.0,9.0
K,102,164.0,51.0,26.0,8.0,14.0,4.0,7.0,1.0,3.0,1.0,,2.0,1.0,2.0,1.0,3.0
K,103,82.0,35.0,13.0,3.0,2.0,4.0,,3.0,,2.0,1.0,,1.0,1.0,1.0,
K,104,39.0,17.0,4.0,4.0,,2.0,1.0,,,,,,,,,
K,105,76.0,17.0,5.0,1.0,3.0,,,,,,,,,,,
K,106,,17.0,4.0,,,2.0,,,,,,,,,,
K,107,,,3.0,2.0,,,2.0,,,,,,,,,
K,108,,,,1.0,1.0,,,1.0,,,,,,,,
K,109,,,,,1.0,,,,,,,,,,,
M,0,26681.0,27047.0,26660.0,26635.0,26150.0,25792.0,25476.0,25220.0,24969.0,24794.0,24113.0,24197.0,24174.0,24069.0,23971.0,23771.0
M,1,29378.0,26676.0,27032.0,26651.0,26625.0,26133.0,25780.0,25468.0,25213.0,24960.0,24786.0,24107.0,24191.0,24168.0,24064.0,23965.0
M,2,27958.0,29361.0,26662.0,27020.0,26641.0,26610.0,26125.0,25770.0,25461.0,25203.0,24951.0,24778.0,24100.0,24182.0,24154.0,24060.0
M,3,28989.0,27945.0,29349.0,26652.0,27009.0,26626.0,26603.0,26119.0,25764.0,25453.0,25195.0,24946.0,24767.0,24093.0,24177.0,24151.0
M,4,29454.0,28981.0,27933.0,29343.0,26648.0,26993.0,26619.0,26593.0,26106.0,25761.0,25444.0,25185.0,24941.0,24760.0,24089.0,24172.0
M,5,30339.0,29453.0,28981.0,27932.0,29343.0,26644.0,26992.0,26618.0,26592.0,26106.0,25761.0,25444.0,25184.0,24941.0,24759.0,24089.0
M,6,31761.0,30337.0,29452.0,28981.0,27932.0,29340.0,26643.0,26991.0,26618.0,26589.0,26105.0,25761.0,25444.0,25183.0,24937.0,24759.0
M,7,31747.0,31760.0,30336.0,29451.0,28980.0,27931.0,29337.0,26643.0,26991.0,26618.0,26589.0,26105.0,25761.0,25444.0,25180.0,24937.0
M,8,31877.0,31745.0,31760.0,30336.0,29449.0,28980.0,27931.0,29337.0,26643.0,26989.0,26618.0,26588.0,26104.0,25761.0,25444.0,25179.0
M,9,31832.0,31876.0,31745.0,31758.0,30335.0,29447.0,28978.0,27929.0,29336.0,26643.0,26988.0,26617.0,26588.0,26104.0,25760.0,25442.0
M,10,33040.0,31831.0,31873.0,31745.0,31758.0,30332.0,29446.0,28977.0,27928.0,29333.0,26641.0,26987.0,26616.0,26585.0,26103.0,25759.0
M,11,33476.0,33039.0,31829.0,31870.0,31743.0,31756.0,30330.0,29444.0,28976.0,27927.0,29333.0,26640.0,26986.0,26613.0,26584.0,26100.0
M,12,34255.0,33473.0,33037.0,31828.0,31868.0,31739.0,31754.0,30327.0,29443.0,28973.0,27924.0,29333.0,26639.0,26985.0,26613.0,26583.0
M,13,34985.0,34252.0,33471.0,33035.0,31827.0,31867.0,31739.0,31748.0,30323.0,29442.0,28973.0,27921.0,29333.0,26639.0,26985.0,26612.0
M,14,34749.0,34983.0,34251.0,33469.0,33035.0,31818.0,31867.0,31738.0,31743.0,30321.0,29442.0,28973.0,27917.0,29333.0,26638.0,26985.0
M,15,33731.0,34743.0,34978.0,34242.0,33461.0,33025.0,31811.0,31860.0,31729.0,31732.0,30315.0,29438.0,28967.0,27915.0,29331.0,26637.0
M,16,33891.0,33725.0,34734.0,34975.0,34234.0,33454.0,33019.0,31804.0,31854.0,31723.0,31726.0,30306.0,29432.0,28964.0,27911.0,29327.0
M,17,32980.0,33885.0,33717.0,34726.0,34968.0,34229.0,33449.0,33010.0,31798.0,31848.0,31720.0,31723.0,30301.0,29428.0,28962.0,27907.0
M,18,33334.0,32971.0,33876.0,33706.0,34720.0,34954.0,34222.0,33447.0,33007.0,31791.0,31840.0,31717.0,31717.0,30297.0,29426.0,28961.0
M,19,32888.0,33327.0,32966.0,33868.0,33696.0,34708.0,34947.0,34213.0,33441.0,33001.0,31788.0,31831.0,31709.0,31713.0,30291.0,29424.0
M,20,32354.0,32881.0,33323.0,32962.0,33860.0,33686.0,34698.0,34937.0,34208.0,33438.0,32995.0,31781.0,31824.0,31702.0,31706.0,30288.0
M,21,33404.0,32345.0,32876.0,33313.0,32950.0,33853.0,33682.0,34695.0,34927.0,34196.0,33430.0,32989.0,31776.0,31822.0,31695.0,31705.0
M,22,35241.0,33397.0,32337.0,32866.0,33309.0,32948.0,33840.0,33667.0,34685.0,34913.0,34190.0,33424.0,32985.0,31768.0,31820.0,31689.0
M,23,35569.0,35234.0,33387.0,32324.0,32853.0,33302.0,32942.0,33829.0,33661.0,34677.0,34908.0,34179.0,33418.0,32983.0,31764.0,31816.0
M,24,35369.0,35559.0,35225.0,33376.0,32315.0,32843.0,33298.0,32937.0,33822.0,33655.0,34668.0,34900.0,34174.0,33409.0,32981.0,31760.0
M,25,36562.0,35356.0,35548.0,35213.0,33364.0,32306.0,32832.0,33290.0,32925.0,33809.0,33639.0,34662.0,34891.0,34167.0,33399.0,32972.0
M,26,37633.0,36545.0,35337.0,35535.0,35204.0,33357.0,32293.0,32826.0,33270.0,32920.0,33799.0,33631.0,34649.0,34881.0,34155.0,33395.0
M,27,37911.0,37621.0,36532.0,35324.0,35516.0,35195.0,33348.0,32285.0,32813.0,33262.0,32910.0,33791.0,33624.0,34643.0,34876.0,34151.0
M,28,38057.0,37897.0,37604.0,36523.0,35308.0,35503.0,35176.0,33338.0,32273.0,32798.0,33247.0,32902.0,33776.0,33619.0,34637.0,34868.0
M,29,38611.0,38048.0,37888.0,37588.0,36505.0,35288.0,35492.0,35163.0,33319.0,32261.0,32787.0,33237.0,32895.0,33762.0,33616.0,34631.0
M,30,39820.0,38592.0,38039.0,37880.0,37574.0,36486.0,35277.0,35477.0,35157.0,33312.0,32254.0,32778.0,33229.0,32885.0,33750.0,33604.0
M,31,40282.0,39808.0,38580.0,38026.0,37861.0,37559.0,36477.0,35265.0,35463.0,35145.0,33305.0,32248.0,32768.0,33218.0,32878.0,33745.0
M,32,40727.0,40273.0,39788.0,38559.0,38011.0,37847.0,37536.0,36465.0,35253.0,35456.0,35138.0,33299.0,32239.0,32761.0,33210.0,32869.0
M,33,40275.0,40715.0,40260.0,39776.0,38541.0,37998.0,37840.0,37517.0,36450.0,35245.0,35440.0,35124.0,33290.0,32231.0,32758.0,33205.0
M,34,40075.0,40269.0,40702.0,40245.0,39757.0,38530.0,37987.0,37822.0,37507.0,36440.0,35237.0,35431.0,35116.0,33283.0,32222.0,32751.0
M,35,38393.0,40058.0,40245.0,40682.0,40225.0,39739.0,38513.0,37970.0,37815.0,37493.0,36430.0,35226.0,35408.0,35107.0,33275.0,32212.0
M,36,38662.0,38375.0,40033.0,40228.0,40650.0,40204.0,39718.0,38490.0,37948.0,37803.0,37480.0,36415.0,35217.0,35399.0,35094.0,33261.0
M,37,37985.0,38645.0,38357.0,40016.0,40208.0,40637.0,40193.0,39707.0,38474.0,37929.0,37791.0,37463.0,36403.0,35201.0,35391.0,35087.0
M,38,37174.0,37968.0,38626.0,38344.0,39994.0,40188.0,40608.0,40176.0,39685.0,38465.0,37910.0,37781.0,37448.0,36396.0,35193.0,35382.0
M,39,37362.0,37166.0,37951.0,38606.0,38329.0,39972.0,40176.0,40592.0,40161.0,39669.0,38450.0,37890.0,37773.0,37439.0,36382.0,35182.0
M,40,37429.0,37339.0,37128.0,37918.0,38567.0,38304.0,39942.0,40158.0,40566.0,40128.0,39636.0,38426.0,37874.0,37753.0,37423.0,36366.0
M,41,36190.0,37399.0,37315.0,37102.0,37893.0,38541.0,38283.0,39918.0,40133.0,40542.0,40096.0,39615.0,38407.0,37855.0,37732.0,37413.0
M,42,36976.0,36167.0,37365.0,37288.0,37082.0,37867.0,38517.0,38258.0,39894.0,40111.0,40518.0,40068.0,39589.0,38389.0,37840.0,37718.0
M,43,36250.0,36954.0,36149.0,37331.0,37262.0,37058.0,37836.0,38484.0,38233.0,39866.0,40083.0,40490.0,40056.0,39569.0,38378.0,37817.0
M,44,36012.0,36218.0,36933.0,36122.0,37302.0,37236.0,37038.0,37811.0,38459.0,38212.0,39839.0,40057.0,40467.0,40042.0,39555.0,38363.0
M,45,34884.0,35978.0,36179.0,36888.0,36075.0,37257.0,37191.0,37012.0,37779.0,38429.0,38181.0,39807.0,40032.0,40438.0,40015.0,39537.0
M,46,35776.0,34866.0,35946.0,36149.0,36853.0,36051.0,37220.0,37163.0,36978.0,37748.0,38388.0,38141.0,39780.0,39998.0,40410.0,39987.0
M,47,36463.0,35745.0,34834.0,35913.0,36110.0,36813.0,36021.0,37168.0,37132.0,36939.0,37719.0,38354.0,38106.0,39755.0,39972.0,40391.0
M,48,37822.0,36434.0,35713.0,34799.0,35882.0,36068.0,36781.0,35979.0,37136.0,37093.0,36904.0,37696.0,38334.0,38090.0,39735.0,39947.0
M,49,38079.0,37795.0,36400.0,35684.0,34752.0,35849.0,36035.0,36751.0,35949.0,37109.0,37064.0,36866.0,37671.0,38308.0,38074.0,39713.0
M,50,39204.0,38028.0,37743.0,36355.0,35638.0,34692.0,35784.0,35972.0,36692.0,35893.0,37055.0,37019.0,36827.0,37636.0,38284.0,38044.0
M,51,38960.0,39150.0,37975.0,37680.0,36284.0,35578.0,34647.0,35719.0,35920.0,36635.0,35853.0,37001.0,36983.0,36789.0,37604.0,38252.0
M,52,38530.0,38889.0,39097.0,37902.0,37624.0,36236.0,35527.0,34592.0,35661.0,35877.0,36584.0,35810.0,36949.0,36944.0,36764.0,37581.0
M,53,39127.0,38467.0,38813.0,39022.0,37851.0,37568.0,36173.0,35483.0,34553.0,35620.0,35827.0,36544.0,35762.0,36903.0,36915.0,36724.0
M,54,38711.0,39057.0,38398.0,38751.0,38952.0,37781.0,37501.0,36118.0,35432.0,34510.0,35566.0,35783.0,36509.0,35731.0,36861.0,36881.0
M,55,37445.0,38621.0,38959.0,38293.0,38654.0,38852.0,37687.0,37400.0,36022.0,35337.0,34451.0,35486.0,35725.0,36447.0,35668.0,36813.0
M,56,37508.0,37364.0,38520.0,38855.0,38216.0,38557.0,38773.0,37575.0,37306.0,35933.0,35264.0,34398.0,35431.0,35655.0,36399.0,35616.0
M,57,36634.0,37423.0,37276.0,38423.0,38765.0,38124.0,38466.0,38691.0,37492.0,37215.0,35856.0,35186.0,34333.0,35362.0,35608.0,36352.0
M,58,35796.0,36547.0,37336.0,37197.0,38338.0,38667.0,38015.0,38375.0,38579.0,37421.0,37143.0,35786.0,35124.0,34274.0,35313.0,35559.0
